,material_id,shg,pretty_formula,elements,cif,spacegroup_number
520,mp-18168,2.40853762353919,TlZnPO4,"['Tl', 'Zn', 'P', 'O']","# generated using pymatgen
data_TlZnPO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.73200000
_cell_length_b   5.46800000
_cell_length_c   8.84100000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.61000003
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlZnPO4
_chemical_formula_sum   'Tl4 Zn4 P4 O16'
_cell_volume   422.10355512
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.50440000  0.51460000  0.31730000  1
  Tl  Tl1  1  0.49560000  0.01460000  0.68270000  1
  Tl  Tl2  1  0.00240000  0.50000000  0.18890000  1
  Tl  Tl3  1  0.99760000  0.00000000  0.81110000  1
  Zn  Zn4  1  0.67230000  0.48760000  0.92610000  1
  Zn  Zn5  1  0.32770000  0.98760000  0.07390000  1
  Zn  Zn6  1  0.17310000  0.51810000  0.59680000  1
  Zn  Zn7  1  0.82690000  0.01810000  0.40320000  1
  P  P8  1  0.30470000  0.48850000  0.93100000  1
  P  P9  1  0.69530000  0.98850000  0.06900000  1
  P  P10  1  0.80620000  0.51260000  0.59980000  1
  P  P11  1  0.19380000  0.01260000  0.40020000  1
  O  O12  1  0.68040000  0.07930000  0.24000000  1
  O  O13  1  0.31960000  0.57930000  0.76000000  1
  O  O14  1  0.22820000  0.73570000  0.44130000  1
  O  O15  1  0.77180000  0.23570000  0.55870000  1
  O  O16  1  0.22150000  0.73440000  0.01000000  1
  O  O17  1  0.77850000  0.23440000  0.99000000  1
  O  O18  1  0.31130000  0.09180000  0.28540000  1
  O  O19  1  0.68870000  0.59180000  0.71460000  1
  O  O20  1  0.79510000  0.66280000  0.45200000  1
  O  O21  1  0.20490000  0.16280000  0.54800000  1
  O  O22  1  0.21550000  0.27700000  0.95690000  1
  O  O23  1  0.78450000  0.77700000  0.04310000  1
  O  O24  1  0.96550000  0.48450000  0.67190000  1
  O  O25  1  0.03450000  0.98450000  0.32810000  1
  O  O26  1  0.53490000  0.02510000  0.99860000  1
  O  O27  1  0.46510000  0.52510000  0.00140000  1
",4
164,mp-696752,0.4715338703318648,KP(HO2)2,"['K', 'P', 'H', 'O']","# generated using pymatgen
data_KP(HO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.30457572
_cell_length_b   6.30457572
_cell_length_c   6.30457572
_cell_angle_alpha   107.79174512
_cell_angle_beta   107.79174512
_cell_angle_gamma   112.88506103
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KP(HO2)2
_chemical_formula_sum   'K2 P2 H4 O8'
_cell_volume   192.38907650
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  H  H0  1  0.12500000  0.02000000  0.39500000  1
  H  H1  1  0.62500000  0.73000000  0.60500000  1
  H  H2  1  0.27000000  0.87500000  0.89500000  1
  H  H3  1  0.98000000  0.37500000  0.10500000  1
  K  K4  1  0.75000000  0.25000000  0.50000000  1
  K  K5  1  0.50000000  0.50000000  0.00000000  1
  O  O6  1  0.30800000  0.03300000  0.56300000  1
  O  O7  1  0.94200000  0.00500000  0.22500000  1
  O  O8  1  0.47000000  0.74500000  0.43700000  1
  O  O9  1  0.78000000  0.71700000  0.77500000  1
  O  O10  1  0.25500000  0.69200000  0.72500000  1
  O  O11  1  0.99500000  0.22000000  0.93700000  1
  O  O12  1  0.96700000  0.53000000  0.27500000  1
  O  O13  1  0.28300000  0.05800000  0.06300000  1
  P  P14  1  0.25000000  0.75000000  0.50000000  1
  P  P15  1  0.00000000  0.00000000  0.00000000  1
",122
317,mp-703459,0.1580046774430332,H2O,"['H', 'O']","# generated using pymatgen
data_H2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.82000015
_cell_length_b   7.82000015
_cell_length_c   7.36000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   H2O
_chemical_formula_sum   'H24 O12'
_cell_volume   389.78216958
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  H  H0  1  0.33330000  0.33330000  0.67400000  1
  H  H1  1  0.66670000  0.00000000  0.67400000  1
  H  H2  1  0.00000000  0.66670000  0.67400000  1
  H  H3  1  0.66670000  0.66670000  0.17400000  1
  H  H4  1  0.33330000  0.00000000  0.17400000  1
  H  H5  1  0.00000000  0.33330000  0.17400000  1
  H  H6  1  0.43800000  0.43800000  0.52600000  1
  H  H7  1  0.56200000  0.00000000  0.52600000  1
  H  H8  1  0.00000000  0.56200000  0.52600000  1
  H  H9  1  0.56200000  0.56200000  0.02600000  1
  H  H10  1  0.43800000  0.00000000  0.02600000  1
  H  H11  1  0.00000000  0.43800000  0.02600000  1
  H  H12  1  0.77200000  0.66700000  0.47500000  1
  H  H13  1  0.33300000  0.10500000  0.47500000  1
  H  H14  1  0.89500000  0.22800000  0.47500000  1
  H  H15  1  0.66700000  0.77200000  0.47500000  1
  H  H16  1  0.10500000  0.33300000  0.47500000  1
  H  H17  1  0.22800000  0.89500000  0.47500000  1
  H  H18  1  0.22800000  0.33300000  0.97500000  1
  H  H19  1  0.66700000  0.89500000  0.97500000  1
  H  H20  1  0.10500000  0.77200000  0.97500000  1
  H  H21  1  0.33300000  0.22800000  0.97500000  1
  H  H22  1  0.89500000  0.66700000  0.97500000  1
  H  H23  1  0.77200000  0.10500000  0.97500000  1
  O  O24  1  0.33330000  0.33330000  0.56250000  1
  O  O25  1  0.66670000  0.00000000  0.56250000  1
  O  O26  1  0.00000000  0.66670000  0.56250000  1
  O  O27  1  0.66670000  0.66670000  0.06250000  1
  O  O28  1  0.33330000  0.00000000  0.06250000  1
  O  O29  1  0.00000000  0.33330000  0.06250000  1
  O  O30  1  0.66670000  0.66670000  0.43750000  1
  O  O31  1  0.33330000  0.00000000  0.43750000  1
  O  O32  1  0.00000000  0.33330000  0.43750000  1
  O  O33  1  0.33330000  0.33330000  0.93750000  1
  O  O34  1  0.66670000  0.00000000  0.93750000  1
  O  O35  1  0.00000000  0.66670000  0.93750000  1
",185
136,mp-4514,12.0838638247286,NaNbO3,"['Na', 'Nb', 'O']","# generated using pymatgen
data_NaNbO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.56469960
_cell_length_b   5.56469960
_cell_length_c   5.56469960
_cell_angle_alpha   59.11000001
_cell_angle_beta   59.11000001
_cell_angle_gamma   59.11000001
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaNbO3
_chemical_formula_sum   'Na2 Nb2 O6'
_cell_volume   119.37365817
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.27200000  0.27200000  0.27200000  1
  Na  Na1  1  0.77200000  0.77200000  0.77200000  1
  Nb  Nb2  1  0.01650000  0.01650000  0.01650000  1
  Nb  Nb3  1  0.51650000  0.51650000  0.51650000  1
  O  O4  1  0.80200000  0.26000000  0.67800000  1
  O  O5  1  0.67800000  0.80200000  0.26000000  1
  O  O6  1  0.26000000  0.67800000  0.80200000  1
  O  O7  1  0.30200000  0.17800000  0.76000000  1
  O  O8  1  0.17800000  0.76000000  0.30200000  1
  O  O9  1  0.76000000  0.30200000  0.17800000  1
",161
197,mp-9309,0.8617661815490081,CsTa(BO3)2,"['Cs', 'Ta', 'B', 'O']","# generated using pymatgen
data_CsTa(BO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.54790000
_cell_length_b   3.90640000
_cell_length_c   9.77130000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsTa(BO3)2
_chemical_formula_sum   'Cs2 Ta2 B4 O12'
_cell_volume   288.10791944
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00000000  0.52690000  0.38650000  1
  Cs  Cs1  1  0.50000000  0.47310000  0.88650000  1
  Ta  Ta2  1  0.00000000  0.07900000  0.77530000  1
  Ta  Ta3  1  0.50000000  0.92100000  0.27530000  1
  B  B4  1  0.33500000  0.02100000  0.56100000  1
  B  B5  1  0.16500000  0.97900000  0.06100000  1
  B  B6  1  0.83500000  0.97900000  0.06100000  1
  B  B7  1  0.66500000  0.02100000  0.56100000  1
  O  O8  1  0.19100000  0.04600000  0.63500000  1
  O  O9  1  0.30900000  0.95400000  0.13500000  1
  O  O10  1  0.69100000  0.95400000  0.13500000  1
  O  O11  1  0.80900000  0.04600000  0.63500000  1
  O  O12  1  0.82300000  0.03900000  0.92300000  1
  O  O13  1  0.67700000  0.96100000  0.42300000  1
  O  O14  1  0.32300000  0.96100000  0.42300000  1
  O  O15  1  0.17700000  0.03900000  0.92300000  1
  O  O16  1  0.00000000  0.56580000  0.78900000  1
  O  O17  1  0.50000000  0.43420000  0.28900000  1
  O  O18  1  0.00000000  0.98240000  0.12800000  1
  O  O19  1  0.50000000  0.01760000  0.62800000  1
",31
568,mp-559065,6.497969001348535,NaI3O8,"['Na', 'I', 'O']","# generated using pymatgen
data_NaI3O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.08200000
_cell_length_b   8.08200000
_cell_length_c   5.74100000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaI3O8
_chemical_formula_sum   'Na2 I6 O16'
_cell_volume   374.99479448
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.50000000  0.50000000  0.50000000  1
  Na  Na1  1  0.00000000  0.00000000  0.50000000  1
  I  I2  1  0.00000000  0.50000000  0.60130000  1
  I  I3  1  0.74949000  0.73179000  0.11437000  1
  I  I4  1  0.50000000  0.00000000  0.39870000  1
  I  I5  1  0.73179000  0.25051000  0.88563000  1
  I  I6  1  0.25051000  0.26821000  0.11437000  1
  I  I7  1  0.26821000  0.74949000  0.88563000  1
  O  O8  1  0.27040000  0.48540000  0.15730000  1
  O  O9  1  0.06680000  0.23050000  0.27850000  1
  O  O10  1  0.94330000  0.66850000  0.79190000  1
  O  O11  1  0.76950000  0.06680000  0.72150000  1
  O  O12  1  0.66850000  0.05670000  0.20810000  1
  O  O13  1  0.51460000  0.27040000  0.84270000  1
  O  O14  1  0.76680000  0.40440000  0.63590000  1
  O  O15  1  0.48540000  0.72960000  0.84270000  1
  O  O16  1  0.59560000  0.76680000  0.36410000  1
  O  O17  1  0.40440000  0.23320000  0.36410000  1
  O  O18  1  0.93320000  0.76950000  0.27850000  1
  O  O19  1  0.33150000  0.94330000  0.20810000  1
  O  O20  1  0.23320000  0.59560000  0.63590000  1
  O  O21  1  0.05670000  0.33150000  0.79190000  1
  O  O22  1  0.23050000  0.93320000  0.72150000  1
  O  O23  1  0.72960000  0.51460000  0.15730000  1
",81
258,mp-24610,0.2246173522444769,LiP(HO2)2,"['Li', 'P', 'H', 'O']","# generated using pymatgen
data_LiP(HO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.25300000
_cell_length_b   7.65600000
_cell_length_c   6.88100000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiP(HO2)2
_chemical_formula_sum   'Li4 P4 H8 O16'
_cell_volume   329.41389281
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.01110000  0.73050000  0.50000000  1
  Li  Li1  1  0.51110000  0.76950000  0.50000000  1
  Li  Li2  1  0.48890000  0.23050000  0.00000000  1
  Li  Li3  1  0.98890000  0.26950000  0.00000000  1
  P  P4  1  0.20351000  0.07021000  0.67317000  1
  P  P5  1  0.79649000  0.92979000  0.17317000  1
  P  P6  1  0.29649000  0.57021000  0.17317000  1
  P  P7  1  0.70351000  0.42979000  0.67317000  1
  H  H8  1  0.06300000  0.14800000  0.41500000  1
  H  H9  1  0.93700000  0.85200000  0.91500000  1
  H  H10  1  0.43700000  0.64800000  0.91500000  1
  H  H11  1  0.56300000  0.35200000  0.41500000  1
  H  H12  1  0.00500000  0.58500000  0.06700000  1
  H  H13  1  0.99500000  0.41500000  0.56700000  1
  H  H14  1  0.50500000  0.91500000  0.06700000  1
  H  H15  1  0.49500000  0.08500000  0.56700000  1
  O  O16  1  0.73010000  0.31640000  0.84920000  1
  O  O17  1  0.06860000  0.50300000  0.10070000  1
  O  O18  1  0.93170000  0.09100000  0.19410000  1
  O  O19  1  0.06830000  0.90900000  0.69410000  1
  O  O20  1  0.93140000  0.49700000  0.60070000  1
  O  O21  1  0.56830000  0.59100000  0.69410000  1
  O  O22  1  0.56860000  0.99700000  0.10070000  1
  O  O23  1  0.43140000  0.00300000  0.60070000  1
  O  O24  1  0.61740000  0.30740000  0.50640000  1
  O  O25  1  0.38260000  0.69260000  0.00640000  1
  O  O26  1  0.88260000  0.80740000  0.00640000  1
  O  O27  1  0.11740000  0.19260000  0.50640000  1
  O  O28  1  0.76990000  0.81640000  0.34920000  1
  O  O29  1  0.26990000  0.68360000  0.34920000  1
  O  O30  1  0.43170000  0.40900000  0.19410000  1
  O  O31  1  0.23010000  0.18360000  0.84920000  1
",33
232,mp-6040,0.0030336140733944,BaBPO5,"['Ba', 'B', 'P', 'O']","# generated using pymatgen
data_BaBPO5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.13290000
_cell_length_b   7.13290000
_cell_length_c   7.03680000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaBPO5
_chemical_formula_sum   'Ba3 B3 P3 O15'
_cell_volume   310.05455087
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.60500000  0.00000000  0.66666667  1
  Ba  Ba1  1  0.39500000  0.39500000  0.00000000  1
  Ba  Ba2  1  0.00000000  0.60500000  0.33333333  1
  B  B3  1  0.90690000  0.90690000  0.00000000  1
  B  B4  1  0.00000000  0.09310000  0.33333333  1
  B  B5  1  0.09310000  0.00000000  0.66666667  1
  P  P6  1  0.61030000  0.00000000  0.16666667  1
  P  P7  1  0.38970000  0.38970000  0.50000000  1
  P  P8  1  0.00000000  0.61030000  0.83333333  1
  O  O9  1  0.95790000  0.95790000  0.50000000  1
  O  O10  1  0.04210000  0.00000000  0.16666667  1
  O  O11  1  0.00000000  0.04210000  0.83333333  1
  O  O12  1  0.43040000  0.85770000  0.29940000  1
  O  O13  1  0.14230000  0.57270000  0.96606667  1
  O  O14  1  0.42730000  0.56960000  0.63273333  1
  O  O15  1  0.13900000  0.81610000  0.70280000  1
  O  O16  1  0.18390000  0.32290000  0.36946667  1
  O  O17  1  0.67710000  0.86100000  0.03613333  1
  O  O18  1  0.32290000  0.18390000  0.63053333  1
  O  O19  1  0.86100000  0.67710000  0.96386667  1
  O  O20  1  0.81610000  0.13900000  0.29720000  1
  O  O21  1  0.85770000  0.43040000  0.70060000  1
  O  O22  1  0.56960000  0.42730000  0.36726667  1
  O  O23  1  0.57270000  0.14230000  0.03393333  1
",154
115,mp-34078,0.9998573208673698,H3ClO,"['H', 'Cl', 'O']","# generated using pymatgen
data_H3ClO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05000001
_cell_length_b   4.05000001
_cell_length_c   4.05000001
_cell_angle_alpha   73.50000334
_cell_angle_beta   73.50000334
_cell_angle_gamma   73.50000334
_symmetry_Int_Tables_number   1
_chemical_formula_structural   H3ClO
_chemical_formula_sum   'H3 Cl1 O1'
_cell_volume   59.55881999
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cl  Cl0  1  0.00000000  0.00000000  0.00000000  1
  H  H1  1  0.30800000  0.64800000  0.30800000  1
  H  H2  1  0.64800000  0.30800000  0.30800000  1
  H  H3  1  0.30800000  0.30800000  0.64800000  1
  O  O4  1  0.44000000  0.44000000  0.44000000  1
",160
120,mp-632296,0.3605835877413743,HF,"['H', 'F']","# generated using pymatgen
data_HF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.69739226
_cell_length_b   2.69739226
_cell_length_c   5.22000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   104.30592193
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HF
_chemical_formula_sum   'H2 F2'
_cell_volume   36.80256600
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  F  F0  1  0.25000000  0.75000000  0.37400000  1
  F  F1  1  0.75000000  0.25000000  0.87400000  1
  H  H2  1  0.44400000  0.55600000  0.46400000  1
  H  H3  1  0.55600000  0.44400000  0.96400000  1
",36
447,mp-27988,0.7046252037015465,IF7,"['I', 'F']","# generated using pymatgen
data_IF7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.39389701
_cell_length_b   5.39389701
_cell_length_c   8.74000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   110.61641103
_symmetry_Int_Tables_number   1
_chemical_formula_structural   IF7
_chemical_formula_sum   'I2 F14'
_cell_volume   237.99806599
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  F  F0  1  0.41210000  0.64990000  0.33050000  1
  F  F1  1  0.64990000  0.41210000  0.66950000  1
  F  F2  1  0.27770000  0.27770000  0.00000000  1
  F  F3  1  0.77770000  0.77770000  0.50000000  1
  F  F4  1  0.66650000  0.86130000  0.91380000  1
  F  F5  1  0.86130000  0.66650000  0.08620000  1
  F  F6  1  0.16650000  0.36130000  0.58620000  1
  F  F7  1  0.36130000  0.16650000  0.41380000  1
  F  F8  1  0.90190000  0.21510000  0.87650000  1
  F  F9  1  0.21510000  0.90190000  0.12350000  1
  F  F10  1  0.40190000  0.71510000  0.62350000  1
  F  F11  1  0.71510000  0.40190000  0.37650000  1
  F  F12  1  0.14990000  0.91210000  0.83050000  1
  F  F13  1  0.91210000  0.14990000  0.16950000  1
  I  I14  1  0.50000000  0.50000000  0.50000000  1
  I  I15  1  0.00000000  0.00000000  0.00000000  1
",41
376,mp-862539,0.5885377837373961,BH6CN3F4,"['B', 'H', 'C', 'N', 'F']","# generated using pymatgen
data_BH6CN3F4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.87578620
_cell_length_b   4.87578620
_cell_length_c   4.87578620
_cell_angle_alpha   94.53620345
_cell_angle_beta   94.53620345
_cell_angle_gamma   94.53620345
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BH6CN3F4
_chemical_formula_sum   'B1 H6 C1 N3 F4'
_cell_volume   114.76286026
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B0  1  0.42129700  0.42129700  0.42129700  1
  C  C1  1  0.00730333  0.00730333  0.00730333  1
  F  F2  1  0.46348550  0.14311500  0.46348550  1
  F  F3  1  0.14311500  0.46348550  0.46348550  1
  F  F4  1  0.46348550  0.46348550  0.14311500  1
  F  F5  1  0.60085233  0.60085233  0.60085233  1
  H  H6  1  0.98008200  0.30758100  0.73717100  1
  H  H7  1  0.73717100  0.30758100  0.98008200  1
  H  H8  1  0.98008200  0.73717100  0.30758100  1
  H  H9  1  0.30758100  0.73717100  0.98008200  1
  H  H10  1  0.73717100  0.98008200  0.30758100  1
  H  H11  1  0.30758100  0.98008200  0.73717100  1
  N  N12  1  0.90084400  0.22310100  0.90084400  1
  N  N13  1  0.22310100  0.90084400  0.90084400  1
  N  N14  1  0.90084400  0.90084400  0.22310100  1
",160
384,mp-23844,0.9555525689224554,HgHOF,"['Hg', 'H', 'O', 'F']","# generated using pymatgen
data_HgHOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.95680000
_cell_length_b   5.90420000
_cell_length_c   6.86300000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HgHOF
_chemical_formula_sum   'Hg4 H4 O4 F4'
_cell_volume   200.85213634
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  0.25640000  0.49300000  0.11520000  1
  Hg  Hg1  1  0.75640000  0.00700000  0.88480000  1
  Hg  Hg2  1  0.74360000  0.99300000  0.38480000  1
  Hg  Hg3  1  0.24360000  0.50700000  0.61520000  1
  H  H4  1  0.64900000  0.52900000  0.36800000  1
  H  H5  1  0.14900000  0.97100000  0.63200000  1
  H  H6  1  0.35100000  0.02900000  0.13200000  1
  H  H7  1  0.85100000  0.47100000  0.86800000  1
  O  O8  1  0.46500000  0.60200000  0.36400000  1
  O  O9  1  0.03500000  0.39800000  0.86400000  1
  O  O10  1  0.53500000  0.10200000  0.13600000  1
  O  O11  1  0.96500000  0.89800000  0.63600000  1
  F  F12  1  0.40800000  0.10800000  0.63500000  1
  F  F13  1  0.59200000  0.60800000  0.86500000  1
  F  F14  1  0.90800000  0.39200000  0.36500000  1
  F  F15  1  0.09200000  0.89200000  0.13500000  1
",19
224,mp-3491,3.2333363341489685,NbSbO4,"['Nb', 'Sb', 'O']","# generated using pymatgen
data_NbSbO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.58700000
_cell_length_b   4.94600000
_cell_length_c   11.81600000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbSbO4
_chemical_formula_sum   'Nb4 Sb4 O16'
_cell_volume   326.51509643
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.60630000  0.50130000  0.50000000  1
  Nb  Nb1  1  0.39370000  0.49870000  0.00000000  1
  Nb  Nb2  1  0.10630000  0.99870000  0.50000000  1
  Nb  Nb3  1  0.89370000  0.00130000  0.00000000  1
  Sb  Sb4  1  0.99090000  0.44710000  0.74780000  1
  Sb  Sb5  1  0.00910000  0.55290000  0.24780000  1
  Sb  Sb6  1  0.49090000  0.05290000  0.74780000  1
  Sb  Sb7  1  0.50910000  0.94710000  0.24780000  1
  O  O8  1  0.88260000  0.25460000  0.45880000  1
  O  O9  1  0.11740000  0.74540000  0.95880000  1
  O  O10  1  0.38260000  0.24540000  0.45880000  1
  O  O11  1  0.61740000  0.75460000  0.95880000  1
  O  O12  1  0.65700000  0.33210000  0.65930000  1
  O  O13  1  0.34300000  0.66790000  0.15930000  1
  O  O14  1  0.15700000  0.16790000  0.65930000  1
  O  O15  1  0.84300000  0.83210000  0.15930000  1
  O  O16  1  0.83020000  0.17400000  0.85200000  1
  O  O17  1  0.16980000  0.82600000  0.35200000  1
  O  O18  1  0.33020000  0.32600000  0.85200000  1
  O  O19  1  0.66980000  0.67400000  0.35200000  1
  O  O20  1  0.60090000  0.24510000  0.05700000  1
  O  O21  1  0.39910000  0.75490000  0.55700000  1
  O  O22  1  0.10090000  0.25490000  0.05700000  1
  O  O23  1  0.89910000  0.74510000  0.55700000  1
",33
